,user,artist_name,play_count,artist_url
213,RonasKesmez,Cemil Qocgiri,671,https://www.last.fm/music/Cemil+Qocgiri

214,RonasKesmez,Aynur,670,https://www.last.fm/music/Aynur

215,RonasKesmez,Car Seat Headrest,658,https://www.last.fm/music/Car+Seat+Headrest

216,RonasKesmez,Mount Eerie,654,https://www.last.fm/music/Mount+Eerie

217,RonasKesmez,King Gizzard & The Lizard Wizard,609,https://www.last.fm/music/King+Gizzard+&+The+Lizard+Wizard

218,RonasKesmez,Ciwan Haco,561,https://www.last.fm/music/Ciwan+Haco

219,RonasKesmez,Björk,551,https://www.last.fm/music/Bj%C3%B6rk

220,RonasKesmez,Parquet Courts,511,https://www.last.fm/music/Parquet+Courts

221,RonasKesmez,Local Natives,495,https://www.last.fm/music/Local+Natives

222,RonasKesmez,Brian Eno,474,https://www.last.fm/music/Brian+Eno

223,RonasKesmez,Iceage,447,https://www.last.fm/music/Iceage

224,RonasKesmez,Danny Brown,446,https://www.last.fm/music/Danny+Brown

225,RonasKesmez,Lianne La Havas,446,https://www.last.fm/music/Lianne+La+Havas

226,RonasKesmez,ROSALÍA,438,https://www.last.fm/music/ROSAL%C3%8DA

227,RonasKesmez,PJ Harvey,391,https://www.last.fm/music/PJ+Harvey

228,RonasKesmez,Destroyer,383,https://www.last.fm/music/Destroyer

229,RonasKesmez,Kendrick Lamar,377,https://www.last.fm/music/Kendrick+Lamar

230,RonasKesmez,Altin Gün,370,https://www.last.fm/music/Altin+G%C3%BCn

231,RonasKesmez,Fiona Apple,370,https://www.last.fm/music/Fiona+Apple

232,RonasKesmez,Mikail Aslan,368,https://www.last.fm/music/Mikail+Aslan

233,RonasKesmez,The Smiths,366,https://www.last.fm/music/The+Smiths

234,RonasKesmez,Shabazz Palaces,360,https://www.last.fm/music/Shabazz+Palaces

235,RonasKesmez,Vince Staples,350,https://www.last.fm/music/Vince+Staples

236,RonasKesmez,Kayhan Kalhor,334,https://www.last.fm/music/Kayhan+Kalhor

237,RonasKesmez,Father John Misty,329,https://www.last.fm/music/Father+John+Misty

238,RonasKesmez,Sun Kil Moon,322,https://www.last.fm/music/Sun+Kil+Moon

239,RonasKesmez,Low Roar,311,https://www.last.fm/music/Low+Roar

240,RonasKesmez,Derya Yıldırım & Grup Şimşek,298,https://www.last.fm/music/Derya+Y%C4%B1ld%C4%B1r%C4%B1m+&+Grup+%C5%9Eim%C5%9Fek

241,RonasKesmez,Nilüfer Yanya,295,https://www.last.fm/music/Nil%C3%BCfer+Yanya

242,RonasKesmez,clipping.,294,https://www.last.fm/music/clipping.

243,RonasKesmez,Nizamettin Ariç,292,https://www.last.fm/music/Nizamettin+Ari%C3%A7

244,RonasKesmez,U.S. Girls,292,https://www.last.fm/music/U.S.+Girls

245,RonasKesmez,Run the Jewels,291,https://www.last.fm/music/Run+the+Jewels

246,RonasKesmez,Wilco,284,https://www.last.fm/music/Wilco

247,RonasKesmez,Mikis Theodorakis,283,https://www.last.fm/music/Mikis+Theodorakis

248,RonasKesmez,Portishead,279,https://www.last.fm/music/Portishead

249,RonasKesmez,IDLES,276,https://www.last.fm/music/IDLES

250,jannar85,Khruangbin,1201,https://www.last.fm/music/Khruangbin

251,jannar85,Ed Sheeran,1081,https://www.last.fm/music/Ed+Sheeran

252,jannar85,John Mayer,984,https://www.last.fm/music/John+Mayer

253,jannar85,Jason Mraz,861,https://www.last.fm/music/Jason+Mraz

254,jannar85,Solee,573,https://www.last.fm/music/Solee

255,jannar85,N'to,517,https://www.last.fm/music/N%27to

256,jannar85,Boris Brejcha,483,https://www.last.fm/music/Boris+Brejcha

257,jannar85,Lost Frequencies,474,https://www.last.fm/music/Lost+Frequencies

258,jannar85,Worakls,468,https://www.last.fm/music/Worakls

259,jannar85,Craig Armstrong,449,https://www.last.fm/music/Craig+Armstrong

260,jannar85,Frank Sinatra,444,https://www.last.fm/music/Frank+Sinatra

261,jannar85,Jack Johnson,399,https://www.last.fm/music/Jack+Johnson

262,jannar85,Joshua Radin,370,https://www.last.fm/music/Joshua+Radin

263,jannar85,Joachim Pastor,353,https://www.last.fm/music/Joachim+Pastor

264,jannar85,Egil Olsen,333,https://www.last.fm/music/Egil+Olsen

265,jannar85,Ernie Halter,332,https://www.last.fm/music/Ernie+Halter

266,jannar85,Dave Matthews Band,307,https://www.last.fm/music/Dave+Matthews+Band

